feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.8184286659420014,-0.6263689908281772,-0.2722054804685804,1.532367724678116,1.6590481160212844,1
0.39241596717876703,0.4324168746771944,-0.9323991906851191,-0.5089636257074988,-0.6137847096401698,0
1.7495839042054206,0.3544917956488316,-0.6648709402692512,1.3814540786904865,-0.550385608128519,0
-0.6143231440962944,-0.5657882877031987,0.9249723848913407,-0.7097889922335351,0.943066183242395,1
2.271449745422796,0.6732955236054441,-0.26269143137036033,-0.40439742318396127,-1.5198776624767634,0
-0.8343230454915821,1.1222539000479004,-1.9786617332698788,0.7640297815728595,-1.8022906624445567,1
-0.1643352058853912,-1.3915186638491086,2.359697080268391,0.21209335307417523,2.2791794566003505,1
0.6386601686431024,0.12290437838542713,1.1551663119650497,1.0581183250871502,-0.8482737539697396,0
-0.5353350870162231,-0.633230223136467,0.44255694385011,0.35845361820962024,1.336679540558438,1
2.2816518365388427,0.47123497841015966,-0.16989512096214687,-0.6176416769336966,-1.0703759592903945,0
1.484116028535965,0.8168317055016223,-1.1486789198769511,0.35561334878566,-1.4500960205707163,0
-0.11676591579524663,-0.23508267850412182,-1.007994980017128,-0.6355578414044034,1.0524405390063447,1
2.095843501809159,-1.0425446872582327,1.7296554491356506,1.5944423917491968,1.7257458857857668,1
-0.8224199323822006,0.19935280401391306,-0.6776840439056677,1.1210306673244714,-0.16538155007852018,0
0.49986412374037137,-0.17757525837049853,-2.219531206398406,-1.3993061748019415,1.4868064281706175,1
-0.09546424708907303,-0.08358565239538476,0.2595089820664265,-1.7762463334664518,0.08102980154775696,1
-0.6065033882157397,0.3240745387586541,1.7887599384031228,0.4559041951707027,-1.6402445445464917,0
-0.1942691319785193,0.21690345107343814,1.9300852707145257,-0.7557915001583629,-1.4455341032849864,0
0.10343812930810638,-0.2152958821883418,0.23933583728152252,2.042076040143744,0.41230150245399155,1
-0.772659445270824,0.0398760463709488,0.5553081044365415,0.8301918118626102,-0.36086881336223653,0
1.1818910929599615,-0.36974534778968,0.37942674439701274,0.4809080927488954,0.7230743830960114,1
-1.9701038177118355,0.8053111119360297,-0.8654492119606938,0.8925973382993092,-1.5563386442675387,0
0.22526411724754952,0.40338348777014926,0.006393905009951517,0.6927227551168594,-0.9882919796466701,0
-1.2032008553891445,-0.44321675897529345,-0.08257632055136921,-1.042044412243103,1.1217297671015616,1
-0.18144906924751675,0.20174290748935444,-0.31286813157096716,-0.10633700253131496,-0.3443103378542487,1
-0.2561797524953801,-0.6288866553495515,0.30996695419804854,-0.24149744587077882,1.388979244509299,1
0.5737444210044131,-0.2693958270938473,2.6169036158776837,-1.276304416538336,-0.5836238223252757,0
0.3674816654743044,-0.3363237720885366,-0.7902993435634789,-0.3135296861723979,1.1964323096922114,1
0.8155010224442626,0.40290456328511354,0.22091613563026247,-0.048088507330772585,-1.0889046880021924,0
-1.1755946056248516,-0.2466258627846138,-1.7378762909370264,-0.8950698422766047,1.4269349601674106,1
-1.0872459388628026,-1.0516100507286965,-0.08808184094672622,-1.0858251288851855,2.6103337163068816,0
-0.17585440443207118,0.4577692279406853,-0.7789781207274227,1.6614701657280182,-0.7484998094762454,0
-0.782003492511037,-0.6801890628964444,1.298410809303382,-0.7597031174802871,1.0453063757400651,1
2.1650560678066024,0.0012985664925458478,1.7287715568502398,1.190548594343596,-0.8234067531806701,0
-0.45909031021899177,-0.29174861575118216,2.777597511863826,-0.6946003691631446,-0.6052704784921703,0
-0.15032046027187207,-0.3494270733570548,0.5764839071059978,-0.32669621318636405,0.5799513149819961,1
-1.0263692076658921,0.6527025901300226,0.03770957513286011,1.23000057271915,-1.6121083423857887,0
-0.17280173739646437,0.6242156487504065,-1.1871319279200092,0.7719201548366751,-0.9613896346388332,0
-0.049029340838036735,-0.32950266817313884,0.7218583300774956,-0.16036008104483077,0.4623117213912905,1
-1.1818741254208012,0.30942562840213184,0.7398285340770687,0.44947391283230687,-1.10678754304523,0
1.1535903433169254,0.5392678080969812,0.7414005456969794,1.3863493972628433,-1.6689195927541498,0
-0.9627325652846123,0.2407403283337923,0.9001363656211847,-0.20661127969604665,-1.0150845393146357,0
0.44477380783159476,0.13010898065315454,-0.25609413086502486,-0.8256536828021421,-0.19628257061994958,1
0.4441983272906719,0.2680398065691282,0.7752711660053856,1.1013229577357622,-1.0225194269056463,0
-0.2798103423770061,0.3750754933075543,1.1881887798176693,-0.9645377949101913,-1.4798659253329902,0
0.9495945713644882,-0.7485063629562638,1.0882865067804397,-0.059415181272494094,1.3118662187687984,1
-0.09338685889994829,0.1828477162290609,0.6367948715818812,-0.5293321124483709,-0.7487373530350216,0
